index,noise_type,snr_db,original_index
1181,sp,-30,45207
1182,sp,-30,48767
1183,sp,-25,4065
1184,burst,-25,16636
1185,burst,-10,43181
1186,burst,-10,20559
1187,burst,-20,42366
1188,gaussian,-25,35854
1189,sp,-15,12403
1190,gaussian,-15,3385
1191,sp,-30,3015
1192,sp,-30,44895
1193,sp,-25,18770
1194,gaussian,-15,31934
1195,sp,-25,10337
1196,sp,-15,37018
1197,sp,-30,43473
1198,burst,-30,11832
1199,burst,-20,38116
1200,sp,-15,49137
1201,burst,-20,35412
1202,gaussian,-20,41841
1203,gaussian,-10,39310
1204,sp,-25,36125
1205,sp,-15,9100
1206,gaussian,-10,27556
1207,sp,-15,37777
1208,sp,-25,44918
1209,burst,-25,23438
1210,burst,-20,48518
1211,sp,-20,24729
1212,burst,-25,7026
1213,gaussian,-25,13673
1214,sp,-10,17821
1215,sp,-30,47660
1216,burst,-10,23097
1217,burst,-20,5186
1218,burst,-30,45049
1219,sp,-20,37190
1220,gaussian,-15,20533
1221,sp,-25,35696
1222,sp,-20,36566
1223,burst,-15,17897
1224,burst,-30,25719
1225,sp,-25,43999
1226,sp,-30,24726
1227,gaussian,-20,18349
1228,gaussian,-15,2549
1229,burst,-15,23763
1230,burst,-10,27262
1231,gaussian,-10,40110
1232,gaussian,-25,34034
1233,sp,-10,34586
1234,gaussian,-20,6252
1235,gaussian,-10,44752
1236,sp,-30,37500
1237,sp,-20,30075
1238,sp,-15,27410
1239,burst,-30,19343
1240,gaussian,-25,16675
1241,burst,-15,25744
1242,gaussian,-30,26473
1243,sp,-10,37224
1244,sp,-25,47244
1245,gaussian,-25,31578
1246,sp,-15,44264
1247,sp,-20,29080
1248,burst,-15,9727
1249,burst,-25,20280
1250,sp,-20,545
1251,sp,-25,20688
1252,burst,-20,43035
1253,gaussian,-10,4705
1254,gaussian,-30,1089
1255,sp,-30,41247
1256,gaussian,-25,12282
1257,sp,-15,15885
1258,gaussian,-30,7686
1259,gaussian,-20,19556
1260,burst,-10,37637
1261,sp,-30,8136
1262,burst,-25,16745
1263,burst,-25,6298
1264,gaussian,-10,30378
1265,gaussian,-30,5204
1266,sp,-20,3327
1267,sp,-25,36021
1268,gaussian,-30,37958
1269,gaussian,-10,30437
1270,burst,-30,17171
1271,sp,-30,41386
1272,sp,-10,47522
1273,gaussian,-15,14694
1274,gaussian,-20,49607
1275,burst,-30,11084
1276,sp,-15,48725
1277,burst,-10,16776
1278,gaussian,-25,38070
1279,sp,-15,12640
1280,gaussian,-15,5153
1281,sp,-10,17562
1282,sp,-10,48199
1283,sp,-25,4735
1284,burst,-15,45038
1285,burst,-10,23085
1286,gaussian,-15,40624
1287,gaussian,-30,42049
1288,gaussian,-25,21362
1289,sp,-15,49912
1290,sp,-25,32358
1291,sp,-25,24871
1292,sp,-20,40585
1293,burst,-20,13073
1294,sp,-30,6038
1295,sp,-15,23754
1296,sp,-25,28043
1297,gaussian,-15,39232
1298,sp,-25,7859
1299,sp,-15,18703
1300,gaussian,-15,49802
1301,gaussian,-20,30882
1302,burst,-30,47029
1303,sp,-15,6146
1304,gaussian,-30,14502
1305,gaussian,-10,14746
1306,gaussian,-10,43511
1307,gaussian,-20,49408
1308,gaussian,-25,25429
1309,burst,-20,18144
1310,burst,-10,37680
1311,sp,-25,40984
1312,sp,-20,4352
1313,sp,-25,18115
1314,sp,-15,22957
1315,sp,-20,9868
1316,gaussian,-15,6310
1317,burst,-15,5826
1318,burst,-10,40322
1319,sp,-15,38562
1320,gaussian,-25,44289
1321,burst,-30,13896
1322,gaussian,-10,10895
1323,burst,-30,20169
1324,burst,-30,44338
1325,burst,-25,5330
1326,sp,-10,12232
1327,burst,-10,42020
1328,burst,-30,37048
1329,sp,-15,14233
1330,burst,-10,34683
1331,burst,-10,48647
1332,burst,-20,35305
1333,burst,-25,23506
1334,sp,-25,28387
1335,gaussian,-15,20424
1336,sp,-10,29145
1337,sp,-20,46573
1338,burst,-25,17234
1339,sp,-15,37913
1340,burst,-20,13258
1341,sp,-30,44181
1342,burst,-30,11004
1343,sp,-25,15720
1344,gaussian,-20,46163
1345,burst,-25,12871
1346,sp,-30,1783
1347,gaussian,-10,23539
1348,gaussian,-10,45010
1349,sp,-15,18893
1350,sp,-10,44871
1351,burst,-30,15824
1352,gaussian,-20,9687
1353,gaussian,-15,22550
1354,gaussian,-10,41391
1355,sp,-20,25339
1356,burst,-25,32333
1357,burst,-15,28459
1358,burst,-25,41079
1359,gaussian,-25,24883
1360,gaussian,-20,31636
1361,sp,-25,47081
1362,burst,-20,1977
1363,burst,-25,11954
1364,sp,-20,41280
1365,gaussian,-20,22970
1366,burst,-10,46917
1367,sp,-20,41316
1368,burst,-10,11520
1369,sp,-10,31466
1370,sp,-20,47447
1371,burst,-20,17465
1372,gaussian,-15,11504
1373,burst,-25,8774
1374,sp,-25,12752
1375,sp,-25,8716
1376,burst,-15,17540
1377,gaussian,-30,1937
1378,burst,-25,6233
1379,sp,-30,348
1380,sp,-15,42766
1381,gaussian,-10,43029
1382,sp,-20,12676
1383,sp,-30,16067
1384,burst,-25,947
1385,gaussian,-25,47926
1386,gaussian,-10,15468
1387,sp,-25,19761
1388,gaussian,-10,23909
1389,gaussian,-10,33097
1390,sp,-10,6503
1391,burst,-20,38194
1392,burst,-25,41425
1393,burst,-20,35552
1394,gaussian,-25,25083
1395,gaussian,-15,399
1396,burst,-10,12120
1397,gaussian,-25,35170
1398,burst,-15,7452
1399,gaussian,-15,41407
1400,sp,-30,8715
1401,burst,-15,8078
1402,sp,-20,22243
1403,burst,-25,39377
1404,gaussian,-20,28044
1405,burst,-20,27906
1406,gaussian,-30,8374
1407,sp,-20,91
1408,gaussian,-20,46090
1409,gaussian,-10,15083
1410,gaussian,-30,9171
1411,sp,-15,48994
1412,burst,-15,34284
1413,burst,-15,45639
1414,burst,-20,1228
1415,gaussian,-10,15439
1416,gaussian,-20,14508
1417,burst,-25,23019
1418,burst,-20,15298
1419,burst,-20,43489
1420,burst,-25,9038
1421,burst,-15,6830
1422,sp,-20,20940
1423,gaussian,-15,27952
1424,burst,-25,2481
1425,burst,-25,32963
1426,sp,-20,17852
1427,sp,-15,2511
1428,sp,-30,24377
1429,burst,-30,40272
1430,burst,-15,6924
1431,burst,-20,48537
1432,sp,-20,8679
1433,burst,-10,25686
1434,burst,-20,1908
1435,burst,-10,9095
1436,sp,-25,59
1437,gaussian,-15,44419
1438,gaussian,-15,3965
1439,gaussian,-10,39226
1440,burst,-10,21032
1441,gaussian,-20,11435
1442,gaussian,-25,3795
1443,sp,-15,37869
1444,sp,-20,12812
1445,gaussian,-20,39311
1446,burst,-30,48493
1447,sp,-10,33934
1448,sp,-25,25045
1449,sp,-25,36023
1450,sp,-30,29501
1451,sp,-25,8140
1452,gaussian,-30,43747
1453,sp,-25,2703
1454,gaussian,-25,11803
1455,burst,-30,20098
1456,gaussian,-20,46109
1457,burst,-20,38511
1458,burst,-15,30374
1459,gaussian,-20,14587
1460,gaussian,-15,35736
1461,burst,-15,38677
1462,sp,-15,41524
1463,burst,-20,7191
1464,sp,-30,49520
1465,sp,-20,7735
1466,gaussian,-15,47780
1467,burst,-10,28286
1468,burst,-20,36615
1469,burst,-15,23805
1470,gaussian,-15,32416
1471,burst,-25,36480
1472,sp,-25,35684
1473,gaussian,-25,32655
1474,sp,-25,34313
1475,burst,-20,37980
1476,gaussian,-15,5313
1477,sp,-10,45624
1478,sp,-30,33423
1479,burst,-15,9659
1480,sp,-25,16053
1481,gaussian,-10,14813
1482,burst,-10,9576
1483,burst,-25,11578
1484,sp,-15,18685
1485,gaussian,-30,18265
1486,sp,-30,18143
1487,sp,-20,14731
1488,sp,-30,24268
1489,burst,-25,8508
1490,burst,-30,36050
1491,gaussian,-30,24375
1492,burst,-10,7137
1493,burst,-25,39668
1494,burst,-15,42567
1495,burst,-15,23303
1496,sp,-10,43054
1497,sp,-20,36138
1498,gaussian,-20,462
1499,burst,-10,5818
1500,gaussian,-20,28560
1501,gaussian,-15,39364
1502,sp,-20,45923
1503,burst,-20,380
1504,gaussian,-15,46588
1505,burst,-10,4142
1506,sp,-15,31611
1507,sp,-10,27487
1508,sp,-20,17954
1509,sp,-15,19800
1510,gaussian,-20,18838
1511,burst,-25,19474
1512,sp,-15,21818
1513,burst,-15,3060
1514,burst,-30,3922
1515,sp,-30,28602
1516,burst,-30,2594
1517,gaussian,-25,4003
1518,sp,-25,23766
1519,sp,-30,13852
1520,gaussian,-10,17318
1521,sp,-15,34063
1522,sp,-10,8758
1523,sp,-25,17289
1524,burst,-20,4323
1525,gaussian,-20,38613
1526,burst,-15,31743
1527,gaussian,-15,26243
1528,burst,-30,41194
1529,gaussian,-30,23899
1530,gaussian,-30,32242
1531,sp,-10,13515
1532,gaussian,-25,991
1533,gaussian,-30,33689
1534,gaussian,-25,2203
1535,sp,-30,464
1536,gaussian,-10,28389
1537,sp,-30,49011
1538,gaussian,-20,45939
1539,sp,-30,4702
1540,sp,-30,29647
1541,gaussian,-25,7593
1542,burst,-15,47262
1543,burst,-25,18452
1544,gaussian,-25,11987
1545,burst,-20,27964
1546,burst,-15,31783
1547,sp,-20,26419
1548,gaussian,-30,44977
1549,gaussian,-30,34769
1550,gaussian,-30,35502
1551,burst,-15,30524
1552,gaussian,-30,36752
1553,sp,-30,6118
1554,sp,-10,4396
1555,gaussian,-30,47480
1556,burst,-30,48651
1557,gaussian,-30,37589
1558,burst,-30,182
1559,sp,-25,46645
1560,sp,-10,47818
1561,burst,-15,49399
1562,sp,-25,29755
1563,sp,-30,13773
1564,sp,-30,16185
1565,sp,-30,24380
1566,gaussian,-10,9733
1567,burst,-15,16381
1568,sp,-25,41528
1569,gaussian,-25,43977
1570,gaussian,-30,27639
1571,sp,-15,3782
1572,gaussian,-25,14598
1573,burst,-20,16270
1574,burst,-25,8813
1575,sp,-25,13973
1576,gaussian,-10,8724
1577,gaussian,-30,15818
1578,gaussian,-30,9191
1579,burst,-20,16580
1580,gaussian,-20,8952
1581,sp,-25,27084
1582,sp,-20,45108
1583,gaussian,-25,19801
1584,sp,-10,35180
1585,sp,-25,41680
1586,sp,-30,11598
1587,burst,-10,13628
1588,gaussian,-30,41881
1589,burst,-20,14222
1590,burst,-25,44769
1591,gaussian,-25,35429
1592,sp,-15,38107
1593,sp,-30,18145
1594,sp,-20,27963
1595,gaussian,-25,9787
1596,gaussian,-25,34315
1597,burst,-15,30770
1598,gaussian,-10,22381
1599,burst,-25,18159
1600,gaussian,-15,12050
1601,gaussian,-30,29424
1602,burst,-20,32139
1603,gaussian,-20,5241
1604,sp,-10,3760
1605,gaussian,-30,49576
1606,sp,-20,3285
1607,burst,-30,4185
1608,gaussian,-10,17907
1609,gaussian,-15,1295
1610,sp,-10,44927
1611,gaussian,-20,48755
1612,sp,-25,24982
1613,sp,-30,27435
1614,sp,-25,8799
1615,gaussian,-30,5191
1616,burst,-15,47897
1617,sp,-30,8509
1618,gaussian,-10,31549
1619,sp,-25,10662
1620,gaussian,-20,39746
1621,sp,-10,38483
1622,burst,-15,35282
1623,burst,-15,18158
1624,burst,-15,2715
1625,gaussian,-15,16227
1626,gaussian,-30,7835
1627,burst,-20,1797
1628,sp,-15,5794
1629,sp,-15,11696
1630,burst,-25,1210
1631,sp,-20,10507
1632,burst,-15,45794
1633,burst,-15,12555
1634,sp,-20,5692
1635,sp,-25,20295
1636,sp,-30,27211
1637,sp,-25,35088
1638,sp,-15,20062
1639,burst,-25,28225
1640,sp,-10,2974
1641,sp,-30,19280
1642,burst,-30,3539
1643,sp,-25,21110
1644,gaussian,-20,48177
1645,burst,-20,12569
1646,burst,-15,42448
1647,gaussian,-25,7563
1648,gaussian,-20,11639
1649,burst,-20,33327
1650,burst,-10,2389
1651,gaussian,-20,29661
1652,burst,-30,39261
1653,gaussian,-25,44844
1654,sp,-30,13285
1655,burst,-25,8717
1656,burst,-25,4773
1657,gaussian,-15,40051
1658,gaussian,-15,18747
1659,sp,-30,6053
1660,sp,-15,1695
1661,burst,-30,8354
1662,gaussian,-15,19743
1663,burst,-30,6481
1664,sp,-30,40893
1665,burst,-10,16449
1666,gaussian,-25,15242
1667,burst,-25,1526
1668,burst,-30,6521
1669,gaussian,-15,16736
1670,gaussian,-25,8775
1671,sp,-30,46843
1672,sp,-20,23664
1673,burst,-30,38655
1674,sp,-20,27791
1675,gaussian,-25,13277
1676,gaussian,-25,5546
1677,burst,-10,15214
1678,sp,-15,42510
1679,sp,-10,29864
1680,gaussian,-15,30997
1681,gaussian,-15,1926
1682,gaussian,-25,29842
1683,gaussian,-20,24943
1684,gaussian,-20,24658
1685,burst,-30,22841
1686,sp,-10,42675
1687,gaussian,-15,9326
1688,sp,-25,28030
1689,gaussian,-15,5432
1690,sp,-30,33796
1691,gaussian,-30,6723
1692,sp,-25,38694
1693,burst,-30,49460
1694,sp,-15,13668
1695,sp,-30,6391
1696,sp,-15,45638
1697,gaussian,-25,41021
1698,gaussian,-20,49956
1699,gaussian,-25,44005
1700,burst,-25,26947
1701,burst,-20,28281
1702,sp,-25,16683
1703,sp,-15,19384
1704,gaussian,-30,21166
1705,sp,-25,15255
1706,sp,-30,8250
1707,burst,-20,9515
1708,burst,-15,29112
1709,burst,-25,15167
1710,sp,-25,39236
1711,sp,-20,873
1712,sp,-25,2975
1713,sp,-20,5231
1714,gaussian,-20,8142
1715,burst,-15,17490
1716,gaussian,-30,28954
1717,sp,-25,44391
1718,burst,-10,47888
1719,sp,-15,41805
1720,sp,-30,48053
1721,sp,-15,755
1722,burst,-10,23845
1723,gaussian,-30,14662
1724,sp,-10,41158
1725,gaussian,-15,48478
1726,burst,-25,2176
1727,burst,-30,27124
1728,gaussian,-10,20274
1729,gaussian,-10,44503
1730,sp,-25,15198
1731,sp,-10,39723
1732,burst,-10,8896
1733,sp,-10,4760
1734,sp,-25,17368
1735,sp,-30,25237
1736,gaussian,-20,32594
1737,gaussian,-25,2856
1738,sp,-10,23503
1739,gaussian,-10,15929
1740,gaussian,-15,40974
1741,sp,-20,30482
1742,gaussian,-30,11750
1743,burst,-30,22865
1744,burst,-15,7470
1745,burst,-20,10615
1746,sp,-20,11124
1747,burst,-30,19050
1748,sp,-30,18655
1749,burst,-10,49209
1750,gaussian,-30,12724
1751,gaussian,-20,38296
1752,gaussian,-25,12616
1753,burst,-25,44850
1754,burst,-15,17211
1755,sp,-15,38642
1756,burst,-25,14154
1757,sp,-30,13770
1758,gaussian,-25,48065
1759,burst,-30,13976
1760,sp,-25,14652
1761,sp,-25,5561
1762,gaussian,-25,39921
1763,sp,-15,15980
1764,burst,-30,23757
1765,sp,-20,35126
1766,gaussian,-25,21310
1767,sp,-15,18765
1768,burst,-30,43944
1769,gaussian,-20,19511
1770,gaussian,-25,40714
1771,gaussian,-10,25870
1772,sp,-10,46937
1773,burst,-10,47051
1774,gaussian,-10,16387
1775,sp,-10,17544
1776,burst,-15,33681
1777,burst,-20,32788
1778,sp,-25,41400
1779,sp,-20,19838
1780,burst,-10,36738
1781,burst,-20,2158
1782,sp,-30,19417
1783,gaussian,-30,5771
1784,burst,-25,41119
1785,burst,-20,32088
1786,sp,-10,41118
1787,burst,-20,11111
1788,gaussian,-25,25529
1789,sp,-30,10057
1790,burst,-30,49383
1791,burst,-20,24896
1792,gaussian,-20,9345
1793,burst,-20,29616
1794,sp,-25,4522
1795,burst,-15,24224
1796,gaussian,-30,37534
1797,sp,-20,12721
1798,sp,-10,458
1799,burst,-20,2956
1800,burst,-25,28165
1801,gaussian,-15,14067
1802,sp,-30,7538
1803,sp,-25,7411
1804,gaussian,-30,46241
1805,sp,-10,14485
1806,sp,-25,14560
1807,burst,-10,26974
1808,burst,-20,9904
1809,gaussian,-25,21444
1810,gaussian,-15,40569
1811,gaussian,-20,18965
1812,gaussian,-30,40949
1813,gaussian,-15,27580
1814,burst,-25,18469
1815,burst,-10,10988
1816,burst,-10,20152
1817,gaussian,-10,39830
1818,burst,-30,47492
1819,sp,-20,43475
1820,burst,-10,17650
1821,burst,-30,25057
1822,sp,-15,42239
1823,sp,-25,44020
1824,gaussian,-10,72
1825,sp,-20,40820
1826,burst,-15,6542
1827,sp,-10,41685
1828,gaussian,-10,18611
1829,sp,-30,47406
1830,burst,-20,40349
1831,sp,-10,15333
1832,burst,-15,5405
1833,burst,-10,25809
1834,burst,-20,31344
1835,burst,-15,3109
1836,gaussian,-30,38553
1837,burst,-15,25471
1838,sp,-20,17220
1839,sp,-30,6382
1840,burst,-30,34466
1841,gaussian,-25,26533
1842,gaussian,-30,36319
1843,gaussian,-20,35328
1844,burst,-20,32457
1845,burst,-10,8556
1846,sp,-25,46980
1847,sp,-10,47501
1848,burst,-25,12542
1849,gaussian,-25,3202
1850,burst,-20,22857
1851,gaussian,-25,29356
1852,burst,-30,22872
1853,burst,-25,31256
1854,gaussian,-25,27686
1855,gaussian,-15,39013
1856,gaussian,-20,4840
1857,sp,-30,35508
1858,sp,-25,38704
1859,burst,-20,16540
1860,sp,-15,29571
1861,sp,-25,40798
1862,sp,-15,8296
1863,gaussian,-30,42138
1864,gaussian,-25,31389
1865,gaussian,-15,34507
1866,burst,-25,39284
1867,gaussian,-20,28928
1868,burst,-30,26468
1869,burst,-30,27552
1870,sp,-20,34064
1871,burst,-30,32405
1872,sp,-20,8912
1873,burst,-15,27802
1874,burst,-10,28741
1875,sp,-10,49498
1876,gaussian,-10,24868
1877,sp,-20,27067
1878,burst,-30,48298
1879,sp,-30,10570
1880,burst,-20,34686
1881,burst,-25,11483
1882,gaussian,-25,33904
1883,gaussian,-25,30068
1884,sp,-25,8513
1885,burst,-30,27413
1886,sp,-25,21652
1887,gaussian,-30,27974
1888,gaussian,-15,33506
1889,gaussian,-25,33279
1890,sp,-25,29852
1891,burst,-10,33197
1892,burst,-30,16198
1893,burst,-30,49102
1894,burst,-15,48118
1895,sp,-30,48250
1896,gaussian,-30,22331
1897,sp,-20,32946
1898,sp,-20,49616
1899,sp,-30,45031
1900,burst,-25,16714
1901,burst,-30,15668
1902,burst,-15,25290
1903,burst,-25,28801
1904,sp,-15,21494
1905,burst,-30,44290
1906,burst,-15,14109
1907,gaussian,-20,19927
1908,sp,-20,39612
1909,burst,-25,32048
1910,sp,-20,10752
1911,sp,-10,28377
1912,gaussian,-15,36164
1913,gaussian,-20,35209
1914,sp,-20,32523
1915,gaussian,-15,39648
1916,sp,-15,10094
1917,gaussian,-20,3453
1918,sp,-25,5759
1919,burst,-30,680
1920,burst,-30,40490
1921,sp,-15,16484
1922,sp,-10,9687
1923,sp,-10,37370
1924,gaussian,-30,4093
1925,gaussian,-25,19213
1926,burst,-30,26179
1927,gaussian,-10,47600
1928,burst,-10,34185
1929,burst,-30,5983
1930,gaussian,-25,6387
1931,gaussian,-30,20741
1932,sp,-30,16428
1933,sp,-25,8004
1934,sp,-25,26569
1935,burst,-30,26462
1936,gaussian,-25,31827
1937,burst,-20,31038
1938,gaussian,-30,14762
1939,burst,-15,18016
1940,burst,-15,6769
1941,gaussian,-20,22989
1942,burst,-30,5373
1943,burst,-20,25941
1944,sp,-25,17830
1945,sp,-25,29617
1946,gaussian,-15,33839
1947,gaussian,-20,32193
1948,gaussian,-30,28062
1949,sp,-10,44263
1950,gaussian,-15,44811
1951,sp,-20,3468
1952,burst,-30,35484
1953,sp,-10,19127
1954,gaussian,-10,6991
1955,sp,-15,42781
1956,burst,-15,12093
1957,sp,-30,44181
1958,gaussian,-25,12820
1959,gaussian,-10,237
1960,gaussian,-30,10057
1961,sp,-15,19447
1962,burst,-25,23700
1963,burst,-25,39133
1964,gaussian,-20,25794
1965,gaussian,-15,15084
1966,sp,-10,17683
1967,burst,-30,11616
1968,burst,-30,36011
1969,burst,-15,32004
1970,sp,-15,37074
1971,sp,-15,49885
1972,sp,-15,39565
1973,sp,-30,21201
1974,gaussian,-25,49700
1975,burst,-10,24608
1976,sp,-25,26649
1977,gaussian,-30,7638
1978,sp,-25,13775
1979,sp,-25,9720
1980,gaussian,-15,19634
1981,sp,-20,49899
1982,sp,-20,15282
1983,gaussian,-20,31199
1984,sp,-10,20006
1985,sp,-25,16095
1986,sp,-10,15069
1987,gaussian,-25,10241
1988,sp,-30,8080
1989,gaussian,-30,12853
1990,burst,-10,522
1991,sp,-15,38093
1992,sp,-10,25817
1993,sp,-20,40037
1994,burst,-15,41356
1995,sp,-20,25466
1996,gaussian,-30,6805
1997,gaussian,-25,14838
1998,burst,-30,23160
1999,burst,-25,18135
2000,gaussian,-30,22855
2001,burst,-25,32524
2002,burst,-30,10160
2003,gaussian,-20,22206
2004,burst,-10,16617
2005,gaussian,-15,38530
2006,gaussian,-20,12897
2007,sp,-15,44546
2008,gaussian,-25,17835
2009,sp,-15,11306
2010,sp,-25,34934
2011,sp,-15,29018
2012,gaussian,-25,20289
2013,sp,-15,4089
2014,sp,-30,3125
2015,burst,-10,17976
2016,gaussian,-15,19902
2017,sp,-20,2491
2018,burst,-30,22409
2019,sp,-25,5738
2020,sp,-10,48035
2021,gaussian,-10,35283
2022,gaussian,-15,44814
2023,burst,-15,1110
2024,sp,-30,38246
2025,gaussian,-25,13609
2026,burst,-25,46505
2027,burst,-20,19306
2028,sp,-20,9635
2029,sp,-20,32579
2030,gaussian,-20,25995
2031,burst,-30,41637
2032,sp,-25,2283
2033,burst,-30,21517
2034,sp,-20,1046
2035,burst,-25,4937
2036,sp,-30,31258
2037,sp,-20,15284
2038,sp,-15,39274
2039,gaussian,-30,15613
2040,burst,-10,4747
2041,sp,-20,3064
2042,gaussian,-15,22492
2043,burst,-30,5154
2044,gaussian,-10,22557
2045,burst,-15,42885
2046,sp,-25,13840
2047,sp,-10,40951
2048,gaussian,-10,32966
2049,gaussian,-20,38803
2050,gaussian,-10,12951
2051,burst,-15,39256
2052,gaussian,-15,15917
2053,gaussian,-20,36094
2054,sp,-20,40632
2055,gaussian,-20,9176
2056,burst,-30,15311
2057,gaussian,-25,11403
2058,gaussian,-30,4046
2059,gaussian,-30,3890
2060,sp,-10,33448
2061,sp,-15,42215
2062,burst,-20,3415
2063,gaussian,-10,29441
2064,burst,-10,2237
2065,sp,-30,35690
2066,burst,-10,5816
2067,gaussian,-10,48840
2068,burst,-20,49248
2069,sp,-15,45117
2070,gaussian,-20,2145
2071,gaussian,-30,1635
2072,sp,-10,2578
2073,burst,-30,35302
2074,burst,-15,46837
2075,gaussian,-25,35045
2076,burst,-25,19391
2077,burst,-15,3136
2078,sp,-30,39403
2079,burst,-25,2473
2080,gaussian,-30,38781
2081,gaussian,-20,3782
2082,sp,-20,19203
2083,gaussian,-10,20868
2084,burst,-10,43842
2085,sp,-20,38478
2086,sp,-10,48081
2087,gaussian,-15,41245
2088,gaussian,-25,18740
2089,sp,-10,4476
2090,sp,-30,20184
2091,burst,-15,14680
2092,sp,-10,30162
2093,burst,-10,33955
2094,sp,-15,42794
2095,sp,-15,21113
2096,sp,-15,12699
2097,gaussian,-25,49343
2098,gaussian,-30,13933
2099,burst,-30,30410
2100,sp,-25,38281
2101,sp,-25,37676
2102,burst,-15,43241
2103,gaussian,-15,24397
2104,gaussian,-30,1253
2105,burst,-15,48296
2106,burst,-10,48653
2107,burst,-30,23424
2108,sp,-10,47744
2109,burst,-25,37140
2110,sp,-15,28865
2111,gaussian,-25,48368
2112,gaussian,-10,34320
2113,burst,-15,19327
2114,burst,-20,36013
2115,sp,-30,10138
2116,gaussian,-15,23901
2117,sp,-30,8
2118,gaussian,-10,3613
2119,sp,-25,10641
2120,gaussian,-10,26998
2121,burst,-15,15362
2122,sp,-15,39636
2123,burst,-20,21492
2124,sp,-10,38476
2125,gaussian,-10,32146
2126,burst,-25,20104
2127,gaussian,-20,1849
2128,sp,-20,23187
2129,sp,-20,46595
2130,burst,-20,3461
2131,burst,-25,6092
2132,gaussian,-30,42032
2133,gaussian,-20,36612
2134,burst,-25,47250
2135,sp,-20,921
2136,burst,-10,17177
2137,gaussian,-30,24683
2138,gaussian,-25,23187
2139,gaussian,-15,24581
2140,gaussian,-30,9877
2141,burst,-10,30594
2142,burst,-25,3594
2143,burst,-15,11357
2144,sp,-15,8801
2145,sp,-15,23718
2146,gaussian,-15,28531
2147,burst,-20,32455
2148,sp,-30,26586
2149,sp,-25,41843
2150,gaussian,-10,45027
2151,burst,-10,10857
2152,gaussian,-10,35226
2153,sp,-20,10841
2154,gaussian,-25,4547
2155,burst,-10,40262
2156,burst,-30,10267
2157,sp,-20,21740
2158,gaussian,-30,33536
2159,burst,-20,31314
2160,sp,-10,20628
2161,gaussian,-30,30426
2162,burst,-30,835
2163,gaussian,-30,37272
2164,burst,-25,44339
2165,sp,-10,23344
2166,sp,-25,44235
2167,gaussian,-10,31980
2168,burst,-10,39963
2169,burst,-20,4744
2170,gaussian,-25,32705
2171,burst,-30,19241
2172,sp,-15,14744
2173,gaussian,-10,20127
2174,burst,-20,39140
2175,burst,-10,49754
2176,gaussian,-30,4666
2177,gaussian,-20,30959
2178,sp,-15,7627
2179,sp,-15,37065
2180,gaussian,-30,22436
2181,gaussian,-10,18156
2182,sp,-15,40501
2183,gaussian,-10,41245
2184,gaussian,-30,23211
2185,gaussian,-15,30494
2186,sp,-30,935
2187,burst,-10,39802
2188,sp,-30,25947
2189,gaussian,-15,24472
2190,burst,-30,37337
2191,gaussian,-20,22344
2192,gaussian,-15,26766
2193,sp,-15,2486
2194,gaussian,-10,24284
2195,sp,-15,27383
2196,sp,-30,7768
2197,burst,-30,41446
2198,gaussian,-10,16171
2199,sp,-20,48112
2200,burst,-25,17997
2201,sp,-25,33241
2202,sp,-30,2969
2203,gaussian,-25,39497
2204,gaussian,-20,44731
2205,burst,-10,31495
2206,burst,-15,3845
2207,burst,-25,31556
2208,gaussian,-10,46574
2209,sp,-20,39239
2210,sp,-10,9304
2211,burst,-10,25966
2212,burst,-25,36964
2213,gaussian,-25,47482
2214,burst,-20,810
2215,gaussian,-10,18164
2216,gaussian,-25,147
2217,burst,-15,26733
2218,burst,-15,15579
2219,sp,-20,23786
2220,gaussian,-25,38072
